#	OVR	PLAYER	PTS	AVG	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	STATUS	BYE	SALARY	YEAR(S)
145	145	Ingram, Mark NOS RB	133.1	8.87	3.7	15.5	2.6	3.1	3.1	B	4.5	1.3	11.1	10.4	16.2	6.2	9	10.4	18.8	17.2	Free Agent	6	$0.60 	1
146	146	Jackson, Fred BUF RB	132.9	13.29	3.2			10.5	6.7	19	26.3	B	7.7	28.2		4.6	21.4	5.3			Free Agent	8	$0.60 	1
147	147	Bess, Davone MIA WR	132.8	10.22	8	6.8	13.1	19.3	6.9	8.2	B	5.8	11.2	8.8	15.5	18.9	1.8	8.5			Free Agent	7	$0.60 	1
148	148	Bennett, Martellus NYG TE	132.6	8.84	12.5	16.7	18.3	0.7	5	1.9	12.4	5.4	6.5	6.7	B	7.4	18.2	12.7	2.5	5.7	Jim's Team - Trade	11	$2.20 	1
149	149	Washington, Nate TEN WR	132	8.8	12.8	3.5	19.2	6.3	8.1	8.7	13.8	11.4	10.5	1.5	B	8.4	12.6	2.5	9.7	3	Free Agent	11	$0.60 	1
150	150	Locker, Jake TEN QB	131.1	13.11	14.8	9.8	32.6	-1.2						19.1	B	12.5	2.3	18.3	17.8	5.1	Canavan - Trade (Q)	11	$2.50 	3
151	151	Lions, Detroit DET Def	131	8.73	9	7	8	10	B	14	13	8	13	2	11	5	11	10	6	4	Free Agent	5	$0.60 	1
152	152	Moreno, Knowshon DEN RB	130.9	18.7	9.3	0					B					20.1	16.8	35.1	26.5	23.1	davyhouse - Trade (Q)	7	$1.00 	1
153	153	Moss, Santana WAS WR	130.7	8.71	7.2	3.4	6.8	5.8	15	8.1	17.2	11.1	0.7	B	12.6	13.7	0.2	7.7	9.7	11.5	Free Agent	10	$0.60 	1
154	154	Nicks, Hakeem NYG WR	129.7	10.81	7.3	34.4				6.9	9.8	7.6	2	14.5	B	17.7	7.8	15.7	6	0	Free Agent	11	$0.60 	1
155	155	Wright, Kendall TEN WR	127.7	9.12	7.7	9.4	5.6	13.6	13.6	12.1	4.4	13.7	5	7.4	B	9.4	12.8	7.4	5.6		Just Win Baby - Trade	11	$3.20 	2
156	156	Brown, Andre NYG RB	127.2	12.72	0	23.1	33	3.3	0		11.4	9.2	9.9	21.3	B	16					Canavan - Trade	11	$1.60 	1
157	157	Alexander, Danario SDC WR	126.8	14.09							B	0	8.6	23.9	26.6	11.4	16.2	24.7	0	15.4	Free Agent (Q)	7	$0.60 	1
158	158	Chandler, Scott BUF TE	126.6	8.44	13.3	12.8	4.2	21.2	3.5	1.4	3	B	8.1	17	4.5	4.6	7.6	11.6	10.3	3.5	Free Agent	8	$0.60 	1
159	159	Kerley, Jeremy NYJ WR	126.6	8.44	19	5.7	14.8	2.2	13.4	4.4	18.9	7.8	B	6.9	7	13.6	6.2	2.2	2.1	2.4	Free Agent	9	$0.60 	1
160	160	Amendola, Danny STL WR	125.6	12.56	11.4	30	10.6	16.8	5.4				B	19.7	9.1	4.8			18.8	-1	Free Agent	9	$0.60 	1
161	161	Dwyer, Jonathan PIT RB	124.9	10.41	8.7	7.9	-1.8	B			19.1	18.4		11.3	14	3.1	17.9	8.6	10	7.7	Free Agent	4	$0.60 	1
162	162	Walsh, Blair MIN PK	123	8.2	14	8	6.5	7	10.5	8	1.5	6	9	12	B	2.5	1	1.5	22.5	13	Jim's Team - Trade	11	$1.00 	1
163	163	Gates, Antonio SDC TE	122.8	8.77	7.8		4.2	7.9	3.9	25.1	B	2.4	12.3	14.7	3.2	2.8	8.9	6.1	11.6	11.9	Free Agent	7	$0.60 	1
164	164	Little, Greg CLE WR	121	8.07	0	14.7	3.2	11.4	0	3.8	14.7	4.8	9.7	B	8.3	1.1	8.3	12.8	11.4	16.8	Ryan - Trade	10	$3.75 	2
165	165	LaFell, Brandon CAR WR	120.5	9.27	15	17.7	3.7	0	7.4	B	14.3	11.3		5.4	18.8	16.7	2.9		0	7.3	Free Agent	6	$0.60 	1
166	166	Garcon, Pierre WAS WR	120	13.33	19.4			9	4.4					B	2	18.5	22.6	18.7	11.5	13.9	Jim's Team - Trade	10	$4.60 	1
167	167	Gostkowski, Stephen NEP PK	120	8	7	17	9.5	5.5	4	9	9.5	5	B	12	7	3.5	9	3	9	10	Don - Trade	9	$1.40 	1
168	168	Jackson, DeSean PHI WR	119.8	10.89	11.9	17.9	7.3	20.9	8.8	11.6	B	10.4	18	9.7	1.5	1.8					Free Agent	7	$0.60 	1
169	169	Jaguars, Jacksonville JAC Def	119	7.93	6	1	8	7	5	B	12	10	1	12	11	11	6	12	6	11	Free Agent	6	$0.60 	1
170	170	Raiders, Oakland OAK Def	119	7.93	4	1	7	3	B	15	8	20	6	3	0	2	13	7	17	13	Free Agent	5	$0.60 	1
171	171	Bush, Michael CHI RB	118.6	9.12	19.6	9.2	20.9	7.7	8.5	B	6.3	1.1	6.8	1.5	5.2	24.7	6.3	0.8			Holmes Family Jules - Trade	6	$1.20 	2
172	172	Bryant, Matt ATL PK	118	7.87	13	8.5	1.5	11.5	6.5	11	B	9.5	14.5	5.5	12	2.5	12	1	6	3	Suburban Thugs	7	$1.20 	1
173	173	Brown, Bryce PHI RB	117	7.8	0.7	1.3	5.9	1.8	1.1	1.9	B	1.2	6.2	0.7	5.5	34.7	38.1	5.6	9.2	3.1	Holmes Family Jules - Trade	7	$1.40 	2
174	174	Givens, Chris STL WR	117	8.36	0	0	2.4	6.2	11.6	11	11.9	13.8	B		4.4	22.3	16.7	6.7	3.2	6.8	Suburban Thugs	9	$2.40 	2
175	175	Heyward-Bey, Darrius OAK WR	115.2	8.23	6.8	6.6	8.9		B	2.7	11.5	9.7	11.4	17.4	10.9	0	7.5	16.7	0	5.1	Free Agent	5	$0.60 	1
176	176	Chiefs, Kansas City KCC Def	115	7.67	1	0	12	6	17	15	B	4	12	9	2	10	5	5	8	9	Free Agent	7	$0.60 	1
177	177	Davis, Vernon SFO TE	114.8	7.65	12.8	22.3	15.8	4.8	15.1	5.7	0	4.9	B	5.5	18.8	0	2.5	0.9	2	3.7	Just Win Baby - Trade	9	$1.80 	1
178	178	Powell, Bilal NYJ RB	114.8	8.83	4.7	6.1	11.4	1.9	2.6	3.8			B	1.8	21.7	16.2	9.7	19.6	8	7.3	Free Agent	9	$0.60 	1
179	179	Hawkins, Andrew CIN WR	114.4	8.8	14.6	12.6	16.6	6.4	8.9	7.9	3.2	B	5.9	9.1			8.2	14.9	1.1	5	Free Agent	8	$0.60 	1
180	180	Tucker, Justin BAL PK	114	7.6	12.5	15	4	5	7	5	10.5	B	5	10.5	5.5	10.5	7	2	5	9.5	Free Agent	8	$0.60 	1
181	181	Stokley, Brandon DEN WR	112	8	4.6	5.7	17.3	4.7	8.5	13.3	B	3.4	7.3	14.9	13.5	9.2		0	2.4	7.2	Free Agent	7	$0.60 	1
182	182	Pettigrew, Brandon DET TE	111.1	8.55	12.2	9.3	9.1	12.2	B	6.8	7.4	13.4	2.1	11.7	4.7	9.4	12.8	0			Free Agent	5	$0.60 	1
183	183	Tynes, Lawrence NYG PK	111	7.4	3	11.5	16.5	3	7.5	11	6.5	17	7	5.5	B	6.5	9.5	6.5	-1	1	Free Agent	11	$0.60 	1
184	184	Britt, Kenny TEN WR	110.8	8.52		1	9.5		3.8	15.7	5.5	5.4	9.2	5.6	B	10.5	11	20.3	1.7	11.6	Free Agent	11	$0.60 	1
185	185	Stephens-Howling, LaRod ARI RB	110.7	8.52	7.7	4	1.6			4.9	29.9	7.4	17.8	B	25.7	0.3	0.8	1.6	4.3	4.7	Free Agent (P)	10	$0.60 	1
186	186	Redman, Isaac PIT RB	110.5	8.5	6.4	13.8	10.9	B	7.7	16.4			31.8	4.5	0.7	0.1	7.6	0.4	6.5	3.7	Free Agent	4	$0.60 	1
187	187	Morgan, Josh WAS WR	109.5	7.3	3.1	8.5	4.2	9.7	0.9	6.7	3.1	9.1	10.7	B	4.5	8.8	8.7	11.5	9.5	10.5	Free Agent	10	$0.60 	1
188	188	Finley, Jermichael GBP TE	109	7.27	15.7	2.1	9	9.4	2.6	2.7	5.1	3.9	1.1	B	14.6	7.6	11	2.6	10.1	11.5	Free Agent (Q)	10	$0.60 	1
189	189	Celek, Brent PHI TE	108.6	7.76	9.5	22.7	5.1	8.7	8.4	6.3	B	5.7	5.7	5.6	8.2	3.4	12.3	0.6		6.4	Free Agent	7	$0.60 	1
190	191	Eagles, Philadelphia PHI Def	107	7.13	21	10	7	8	5	4	B	4	11	8	2	2	2	5	13	5	Free Agent	7	$0.60 	1
191	192	Green, Alex GBP RB	106.2	8.85		0.6		0	9.3	13.7	12.9	16.6	13	B	0	9.5	10.9	11.5	8.2		Free Agent	10	$0.60 	1
192	193	Graham, Shayne HOU PK	106	7.07	8.5	7.5	6	5.5	9	6.5	7.5	B	1.5	5.5	10	9	5.5	1	15	8	Free Agent	8	$0.60 	1
193	194	Cook, Jared TEN TE	105.3	8.1	9.4	4.3	16.2	5.6	13.2	8.9	5.7	7	-1.4	9.1	B	9.2	8.6	9.5			Free Agent	11	$0.60 	1
194	195	Dawson, Phil CLE PK	105	7	10.5	7.5	1	14.5	8.5	9	0.5	0.5	14	B	9	6	7	8.5	1.5	7	Free Agent	10	$0.60 	1
195	196	Janikowski, Sebastian OAK PK	105	7	6	4.5	9	5	B	8	12	12	3.5	8	4	5.5	6	0.5	16	5	Free Agent	5	$0.60 	1
196	197	Tamme, Jacob DEN TE	104.7	6.98	13.8	2.3	5.6	7.8	9.5	4.2	B	5.8	3.8	1.1	8.3	13.8	15.9	3.9	0	8.9	Free Agent	7	$0.60 	1
197	198	Gabbert, Blaine JAC QB	104.2	10.42	23.1	4.3	11.6	15.5	-5.2	B	11.2	15.8	23	6.3	-1.4						Free Agent	6	$0.60 	1
198	199	Allen, Dwayne IND TE	103.7	6.91	0	7	7	B	12.8	5.3	1.4	9.1	12.5	4.6	11.9	6.1	7	2.1	13.1	3.8	Free Agent	4	$0.60 	1
199	200	Kendricks, Lance STL TE	103.6	6.91	3.1	4	3.3	3.7	7.2	7.5	1.5	5.7	B	7.3	2.9	10.2	7.7	6.1	12	21.4	Free Agent	9	$0.60 	1
200	201	Bailey, Dan DAL PK	103	6.87	4.5	0.5	7.5	3.5	B	12	10.5	6.5	5.5	4.5	11	11	5.5	7	7.5	6	Free Agent	5	$0.60 	1
201	202	Brown, Ronnie SDC RB	103	7.92	7.1	6.7		7.5	12.8	6.2	B	18.5	13.5	5.2	3.3	6.8	5.2	3.8		6.4	Free Agent	7	$0.60 	1
202	203	Barth, Connor TBB PK	102	7.29	7.5	11	2.5	13.5	B	4.5	2	9.5	2	9	8.5	11	13	1.5		6.5	Free Agent (P)	5	$0.60 	1
203	204	Richardson, Daryl STL RB	101.9	6.79	2.9	14.7	3.8	6.1	5.8	15.1	13	10.2	B	8.2	4.6	5.1	3.4	1	6.1	1.9	Free Agent (P)	9	$0.60 	1
204	205	Kolb, Kevin ARI QB	101.2	16.87	10	17.6	25.8	25	7.3	15.5				B							Free Agent	10	$0.60 	1
205	206	Hankerson, Leonard WAS WR	101	6.73	0	13.8	9.6	10.2	1.2	3.8	12	2.6	6.9	B	5	2.2	2.4	10.7	18.6	2	Free Agent (Q)	10	$0.60 	1
206	207	Clark, Dallas TBB TE	100.5	6.7	4.3	6.3	0.5	3.5	B	0	14.6	7	3.7	6.8	15.8	10	9.6	2.9	9.7	5.8	Free Agent	5	$0.60 	1
207	208	Avant, Jason PHI WR	100	7.69	5.7	5.3	6.3	4.5	6.4	4.1	B	6.5	10.6	0.5			11.4	19.3	6.9	12.5	Free Agent	7	$0.60 	1
208	209	Thomas, Daniel MIA RB	99.8	8.32	3.4		16.3	2.3	12.7		B	14	10.4	9.5	5.7	18.1	5.9	0.7	0.8		Free Agent	7	$0.60 	1
209	210	Tolbert, Mike CAR RB	99.7	6.65	3.2	10.5	9.7	4	0.5	B	8	4.3	2.7	6.9	2.4	5.4	7.3	7.3	23.2	4.3	Free Agent	6	$0.60 	1
210	211	Sanchez, Mark NYJ QB	98.9	7.06	28.4	5.2	6.8	-6.4	5.6	15.6	16.6	7.6	B	-5.4	16.8	17	-6.9	4.2	-6.2		Free Agent	9	$0.60 	1
211	212	Lewis, Marcedes JAC TE	98.2	6.55	14.7	0	1.3	11.2	5.4	B	4	3.6	7.1	6.1	18	8.6	10.3	0.9	2.3	4.7	Free Agent	6	$0.60 	1
212	213	Suisham, Shaun PIT PK	97.7	6.51	5.5	9.5	5	B	7.5	10	12.5	7.5	3.7	8.5	2.5	1	13	5.5	4.5	1.5	Free Agent	4	$0.60 	1
213	214	Prater, Matt DEN PK	97.4	6.49	3	1.5	11	12.4	1.5	2.5	B	8	6	9	7.5	3	5	12	7	8	Free Agent	7	$0.60 	1
214	215	Jones-Drew, Maurice JAC RB	97.2	16.2	16.8	18.1	35.4	16.1	9.8	B	1										Holmes Family Jules - Trade	6	$8.00 	1
215	216	Stewart, Jonathan CAR RB	96.9	10.77		16		8.3	5.4	B	8.6	14.4	9.2	9	18.8	7.2					Free Agent	6	$0.60 	1
216	217	Akers, David SFO PK	96.5	6.43	14.5	8.5	4.5	8	4	4	5.5	5.5	B	4.5	10.5	3	5.5	6.5	5.5	6.5	Free Agent	9	$0.60 	1
217	218	Succop, Ryan KCC PK	96.5	6.43	4.5	4	19.5	1	5	3.5	B	11.5	8.5	5.5	6	9	10.5	-0.5	0	8.5	Free Agent	7	$0.60 	1
218	219	Vinatieri, Adam IND PK	96.5	6.43	1.5	12	4	B	8.5	9	4	5.5	11	8.5	5.5	4	2.5	9.5	3	8	Free Agent	4	$0.60 	1
219	220	Foles, Nick PHI QB	95.8	13.69							B			11.4	-4.4	8.2	17.6	38.9	4.3	19.8	Free Agent	7	$0.60 	1
220	221	Brown, Donald IND RB	95.6	9.56	13.6	8.7	15.2	B	18.1			12.8	1.2	7.5	4.6	8.4	5.5				Free Agent	4	$0.60 	1
221	222	Streater, Rod OAK WR	95.2	6.35	10.2	3.4	3.7	0	B	4.4	6.1	1.9	14.4	2.1	4.1	0	18.1	13.5	10.2	3.1	Free Agent	5	$0.60 	1
222	223	Sanders, Emmanuel PIT WR	94.9	6.33	9	5.3	5.8	B	4.7	7.3	5.5	8.6	9.5	5.1	11.2	9	6.5	5.1	0	2.3	Holmes Family Jules - Trade	4	$2.40 	1
223	224	Hasselbeck, Matt TEN QB	93.7	11.71	1			13.3	12.6	13.6	16.6	21.9	14.7	0	B						Free Agent	11	$0.60 	1
224	225	Watson, Ben CLE TE	93.2	6.21	1.9	3.7	3.5	9.7	0.6	7.6	5.6	2.4	4.2	B	19.7	5.1	12.5	6.8	2.2	7.7	Free Agent	10	$0.60 	1
225	226	Hixon, Domenik NYG WR	93.1	7.76	8	2.2		16.9	9.5	11.3	5.2	4.6	0	1.3	B			11	11.5	11.6	Free Agent	11	$0.60 	1
226	227	McCluster, Dexter KCC WR	93.1	6.21	13.2	6.2	3	2.1	0	7.9	B	18.3	3.7	3.3	5.7	7.3	3.3	1.5	10.4	7.2	Free Agent	7	$0.60 	1
227	228	Henne, Chad JAC QB	92.1	10.23		-1.2				B	0.8			8.2	35.3	21.7	9	-3.1	8.6	12.8	Free Agent	6	$0.60 	1
228	229	Jennings, Rashad JAC RB	91.8	9.18	7.1			2.6	0.9	B	25.9	16.9	12.1	5.4	1.1	15.2	4.6				Free Agent	6	$0.60 	1
229	230	Dreessen, Joel DEN TE	90.1	6.01	1.1	2.6	11.1	8.7	10.1	10.2	B	0	12.3	5.1	5.8	1.8	0	12	5.1	4.2	Free Agent (P)	7	$0.60 	1
230	231	Zuerlein, Greg STL PK	89.5	5.97	11	11	9	16.5	6	7	9	0.5	B	3.5	0.5	2	10	0.5	1	2	O'Keefe - Trade	9	$0.80 	2
231	232	Turbin, Robert SEA RB	89.2	5.95	1.6	6.9	0	9.5	3.2	8.3	3	7.5	5.5	3.1	B	8.5	0.8	16.3	6.6	8.4	Jim's Team - Trade	11	$0.60 	2
232	233	Walter, Kevin HOU WR	88.7	5.91	3.1	6.4	15.8	1.8	7.6	4.8	15.9	B	4.8	4.5	9.9	3.5	6.3	0	2.1	2.2	Free Agent	8	$0.60 	1
233	234	Battle, Jackie SDC RB	88.6	5.91	0	23.7	6.6	26.6	3.5	1.2	B	1.2	3.8	2.8	1.4	3.1	0	0.5	3.5	10.7	Free Agent	7	$0.60 	1
234	235	Henery, Alex PHI PK	88	5.87	5	3.5	6	10.5	1	10	B	4	5.5	2	8	11.5	9.5	2	3.5	6	Free Agent	7	$0.60 	1
235	236	Feely, Jay ARI PK	87.2	5.81	6	8	7.5	5.5	3	14.5	1	2	2	B	11.5	4	7	0	7.5	7.7	Free Agent	10	$0.60 	1
236	237	Fasano, Anthony MIA TE	87.1	5.81	3.9	8.9	8.7	6.5	4.8	11.8	B	6.9	1.3	0.9	1.8	2	1.9	7.9	17.6	2.2	Free Agent	7	$0.60 	1
237	238	Manningham, Mario SFO WR	86.9	7.24	5.9	8.9	9.6	11.2	10.6	11.1		5	B	3	6	10.4	7.7			-2.5	Free Agent (P)	9	$0.60 	1
238	239	Carpenter, Dan MIA PK	86	6.14	3.5	2.5	7	5.5	5	5	B	11.5	7	3	1	5.5	11.5	7.5	10.5		Free Agent	7	$0.60 	1
239	240	Pierce, Bernard BAL RB	84.8	5.65	3.2	1	4.5	6.5	2.2	4.5	0	B	10.5	4.8	3.8	6.2	7.5	10.5	3.5	16.1	O'Keefe - Trade (P)	8	$0.80 	2
240	241	Scobee, Josh JAC PK	84	5.6	5	0.5	10.5	2.5	3	B	12	8	0	3.5	12	5.5	3.5	3.5	3	11.5	Free Agent	6	$0.60 	1
241	242	Bironas, Rob TEN PK	83	5.53	4.5	2.5	10.5	1	0.5	13	2.5	5.5	3.5	13	B	12.5	3.5	9	1	0.5	Free Agent	11	$0.60 	1
242	243	Ogletree, Kevin DAL WR	82.4	5.89	28.9	4.3	9.2	5	B	0	5.2	0	18.1	0	2		1.3	4.8	1.4	2.2	Free Agent	5	$0.60 	1
243	244	Jones, Jacoby BAL WR	82.3	5.49	7.1	8.6	11.6	3.7	0	9.5	2.7	B	0	13.7	7.1	8.5	1	0	7.1	1.7	Free Agent	8	$0.60 	1
244	245	Scheffler, Tony DET TE	82.1	5.86	6.5	2.3		2.6	B	11.1	1.6	7.6	4.3	0	3.7	10.2	8.5	10.5	6.1	7.1	Free Agent	5	$0.60 	1
245	246	Crosby, Mason GBP PK	82	5.47	1	13	5	2	1.5	3	11.5	2.5	5	B	4.5	2.5	10	9.5	1.5	9.5	Free Agent	10	$0.60 	1
246	247	Gould, Robbie CHI PK	81.5	6.27	7.5	4.5	11	8	8.5	B	5.5	4	10	7	0.5	9	5	1			Free Agent	6	$0.60 	1
247	248	Lindell, Rian BUF PK	81.5	5.43	2	2.5	4.5	2	3	3	9	B	8	6	11.5	6.5	8	6	5	4.5	Free Agent	8	$0.60 	1
248	249	Hunter, Kendall SFO RB	80.5	7.32	6.4	4.9	1.5	15.2	12.8	5.5	8.3	7.4	B	3.9	10.5	4.1					Jim's Team - Trade	9	$2.25 	1
249	250	Vereen, Shane NEP RB	80	6.67				1.2	6.3	0	10	12.8	B	3.6	14.8	24.3	2	7.1	-2.1	0	Ryan - Trade	9	$2.40 	2
250	251	Hauschka, Steven SEA PK	78	5.2	9.5	5.5	1	5.5	9.5	4.5	8	3.5	2.5	2	B	1.5	4	11.5	6.5	3	Free Agent	11	$0.60 	1
251	252	Miller, Zach SEA TE	77.8	5.19	6	1.7	2.2	5.2	8.4	1.4	0	9.2	6.7	7.7	B	3.1	2.2	9.9	11.1	3	Free Agent	11	$0.60 	1
252	253	Draughn, Shaun KCC RB	76.8	5.12	13.3	11.4	8.2	5.9	8.4	7.5	B	2.3	10.4	0	2.5	2.2	0	1.5	2.6	0.6	Free Agent	7	$0.60 	1
253	254	Cassel, Matt KCC QB	76.2	8.47	17.7	19.2	4.3	11.8	-5.2		B	16.5	9.2	0.5	2.2						Free Agent	7	$0.60 	1
254	255	Hillman, Ronnie DEN RB	75.7	5.82			2.2	10.3	2.4	0.7	B	13.4	2.1	9.3	10.8	2	4.9	4.2	8.2	5.2	Plummer - Trade	7	$1.80 	2
255	256	Moeaki, Tony KCC TE	75.7	5.41	6.7	1.4	2.2	4.3	0	2.8	B	9.7	0	9.8	10.8	6	14.4	1.5	6.1		Free Agent	7	$0.60 	1
256	257	Casey, James HOU RB	74.7	4.98	2.7	3.3	3.1	13.1	8.3	4.7	1.3	B	7.4	0	10	6.8	7	4	1.9	1.1	Free Agent	8	$0.60 	1
257	258	Floyd, Michael ARI WR	74.6	4.97	0	0	7.3	7	2.7	3.4	1.7	7.1	12	B	3.3	7	3.7	5	5.7	8.7	O'Keefe - Trade	10	$3.60 	2
258	259	Wells, Beanie ARI RB	74.4	9.3	2.8	11.6	3.4							B		20.7	5.7	3	29.1	-1.9	Free Agent	10	$0.60 	1
259	260	Wilson, David NYG RB	74.1	4.94	-2.2	1.2	1	0	10.8	5.9	0	0.5	0	0.3	B	3.5	1.7	32.1	11	8.3	Ryan - Trade (Q)	11	$3.80 	1
260	261	Underwood, Tiquan TBB WR	73.3	5.64			1.2	6.4	B	8.8	11	5.2	1.7	9.2	2.8	11.7	2.2	2.7	7.6	2.8	Free Agent	5	$0.60 	1
261	262	Baldwin, Doug SEA WR	72.7	5.59	1.5	1.3		2	5.7	14.9	3		1.1	7.2	B	2.4	7.6	4.4	1.8	19.8	Free Agent	11	$0.60 	1
262	263	Housler, Robert ARI TE	72.7	4.85	0	1.2	3.8	6.8	7	2.2	8.9	6.2	9.5	B	0	13.2	3.5	8.1	2.3	0	Free Agent	10	$0.60 	1
263	264	Nugent, Mike CIN PK	72.5	5.58	4.5	8	6.5	7.5	6.5	5.5	5	B	11	4	2	8	4		0		Free Agent	8	$0.60 	1
264	265	Forbath, Kai WAS PK	71.5	7.15						6.5	10	6	6.5	B	4	6.5	4	12	6.5	9.5	Free Agent	10	$0.60 	1
265	266	Hartley, Garrett NOS PK	71	4.73	3.5	8.5	4.5	4.5	4	B	2.5	1	2	5	6.5	1.5	7.5	6.5	7.5	6	Free Agent	6	$0.60 	1
266	267	Folk, Nick NYJ PK	70	4.67	8	3.5	8	0	3	2.5	16	2	B	0.5	10.5	4	0.5	5	2.5	4	Free Agent	9	$0.60 	1
267	268	Cumberland, Jeff NYJ TE	69.8	4.99	6.3	2.8	4	4.2	12.6	0	0.9		B	0	1.2	9.3	10	4.7	13.8	0	Free Agent	9	$0.60 	1
268	269	Goodson, Mike OAK RB	69.6	6.33	1.7	16.5	0.3	4.8	B	11.9	1.1	3.5	10.6					0	15.4	3.8	Free Agent	5	$0.60 	1
269	270	Forsett, Justin HOU RB	68.9	4.59	0	6.2	0	0	1.4	9.9	5.4	B	1.9	4	9.9	15.7	10.2	3.7	0	0.6	Free Agent	8	$0.60 	1
270	271	Tate, Ben HOU RB	67.8	6.78	5.8	29.1	1.7	3.9		2.5	7.7	B					2.9	7.7	2.8	3.7	Free Agent (P)	8	$0.60 	1
271	272	Hillis, Peyton KCC RB	67.1	5.59	5.3	11.3	1.7				B	4.6	5	6.7	-1.5	0.3	13.7	3.2	0.2	16.6	Free Agent (P)	7	$0.60 	1
272	273	Edelman, Julian NEP WR	66.3	7.37	1.7	8.5	12.2				2.2	1.3	B	0	27.2	10.9	2.3				Free Agent	9	$0.60 	1
273	274	Keller, Dustin NYJ TE	65.7	8.21	1.2					1.1	21.3	11.7	B	7.2	3.1	16.4	3.7				Free Agent	9	$0.60 	1
274	275	Burleson, Nate DET WR	64.9	10.82	12.7	3	22.5	10.1	B	14	2.6										Free Agent (P)	5	$0.60 	1
275	276	Novak, Nick SDC PK	64	5.33				12	2.5	4.5	B	7	4	4.5	1.5	6.5	2.5	10	0.5	8.5	Free Agent	7	$0.60 	1
276	277	Douglas, Harry ATL WR	63.9	4.56	5.2	4.7	2.3	1.6	6.6	6.7	B		0	7.9	8.8	2.1	0	4.9	11.5	1.6	Free Agent	7	$0.60 	1
277	278	Benjamin, Travis CLE WR	63.8	4.91	6.4	2.4	11.9	4.8			5.3	0	2.9	B	0	0.3	1.1	8.2	13.4	7.1	Free Agent (Q)	10	$0.60 	1
278	279	Graham, Garrett HOU TE	63.2	4.51	0	2.5	5.9	0	0	5	4.7	B	8.1	3	26.7	3.7	1.2		0	2.4	Free Agent	8	$0.60 	1
279	280	Sanu, Mohamed CIN WR	63.1	7.89			9.2	0	0		5.6	B	4.4	15.2	9.6	19.1					Free Agent	8	$0.60 	1
280	281	Jeffery, Alshon CHI WR	62.6	6.96	16.5	1.2	8.5	5.7	9.5	B					3			13.7	0	4.5	Just Win Baby - Trade	6	$2.00 	3
281	282	Morgan, Joseph NOS WR	62.1	4.78	0	1		14.5	0	B	11.3		0	0	0	4.3	4.8	12.6	13.6	0	Free Agent (P)	6	$0.60 	1
282	283	Broyles, Ryan DET WR	61	6.1			0	0	B	0	13.6	12.2	10.2	1.6	5	17.6	0.8				Free Agent (P)	5	$0.60 	1
283	284	Hill, Stephen NYJ WR	60.7	5.52	24.9	0	0			10.8	9	4.9	B	0	0	3.1	8	0			Free Agent	9	$0.60 	1
284	285	Pettis, Austin STL WR	60.2	4.63			0	4.2	1.1	2.1	8.7	3.5	B	9	6.6	0	2.2	6.3	9.5	7	Free Agent	9	$0.60 	1
285	286	Graham, T.J. BUF WR	59.9	4.28		1.2	10.4	5.9	4.8	1.1	1.1	B	1.9	2.1	1.5	3.9	6.9	6.5	5.7	6.9	Free Agent (P)	8	$0.60 	1
286	287	Owens, Montell JAC RB	59.6	4.58	1.8	0	0	0	0	B	0			0	0	0	8.4	21.5	9	18.9	Free Agent (Q)	6	$0.60 	1
287	288	Gerhart, Toby MIN RB	57.9	3.86	4.3	6.2	1.9	2.7	6.8	2.8	0.3	4.8	2.9	2.5	B	0	2.1	3.3	4.6	12.7	Free Agent	11	$0.60 	1
288	289	Murphy, Louis CAR WR	57.9	3.86	8.8	0	1.2	1.8	1.5	B	7.8	6	0.9	0	2.2	8.5	7.3	7.1	3.3	1.5	Free Agent	6	$0.60 	1
289	290	Walker, Delanie SFO TE	57.9	3.86	0	1.2	0.6	4.6	0	0	7.7	5.8	B	0	1.4	11.1	1.7	3	6.9	13.9	Free Agent	9	$0.60 	1
290	291	Jennings, Greg GBP WR	57.1	8.16	6.9		8	7.4						B			8.1	3.7	8	15	Free Agent	10	$0.60 	1
291	292	Peerman, Cedric CIN RB	57.1	4.39	3.3	0.3	0	5.5	0	15	6.7	B	0	5.7	10.6	9.2	0.8			0	Free Agent	8	$0.60 	1
292	293	Bolden, Brandon NEP RB	56.9	6.32	2.6	0	6.8	28.5	10.7	5			B					2	0	1.3	Free Agent	9	$0.60 	1
293	294	Williams, Damian TEN WR	56.4	4.34	6.3	7.5	3.5	1.6	1.4	2.9	6.8	0.5	3.4	5.1	B	6.6	3.9			6.9	Free Agent	11	$0.60 	1
294	295	Starks, James GBP RB	56.3	9.38						2.1		2.9	10.5	B	15.5	6.1	19.2				Free Agent	10	$0.60 	1
295	296	Paulsen, Logan WAS TE	55.5	3.7	3.2	0	0	0	0	0	11.1	7.3	10.4	B	8.2	2.6	2.1	1.3	8.2	1.1	Free Agent	10	$0.60 	1
296	297	McCoy, Anthony SEA TE	55.2	3.68	0	13.1	1.4	3.5	0	0	0	4.7	0	0	B	9.8	2.1	13.5	0	7.1	Free Agent (P)	11	$0.60 	1
297	298	Baldwin, Jon KCC WR	55	3.93	0	9.2	6.6	8	3.6	3.4	B	1.2	1.8	2.1		0	11.2	0	0	7.9	Free Agent	7	$0.60 	1
