#	ovr	player	pts	avg	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	status	bye	salary	years	position	team	year
132	132	Brown, Antonio	145.3	12.11	12.0	14.5	16.7	B	15.1	4.5	17.7	6.8	3.4				6.3	12.5	16.6	19.2	Jim's Team - Trade	4	10.0	1.0	WR	PIT	2012
133	133	Bills, Buffalo	145.0	9.67	3.0	19.0	16.0	7	3	19	2	B	7	1	20	16.0	13.0	9.0	4.0	6.0	Free Agent	8	0.6	1.0	Def	BUF	2012
134	134	Avery, Donnie	144.9	9.66	12.2	19.2	4.8	B	3.7	9.7	7.6	7.7	15.8	9.5	5.4	5.6	24.6	6.1	5.7	7.3	Free Agent	4	0.6	1.0	WR	IND	2012
135	135	Bowe, Dwayne	144.6	11.12	8.3	28.7	14.9	22.8	10.5	5	B	9	10.9	8.5	0	6.6	10.4	9.0			Free Agent	7	0.6	1.0	WR	KCC	2012
136	136	Williams, DeAngelo	144.6	9.64	2.2	17.7	11.5	14.8	-1.2	B	0.8	6	10.9	5	3.2	4.3	11.7	23.6	25.8	8.3	Free Agent	6	0.6	1.0	RB	CAR	2012
137	137	Colts, Indianapolis	142.0	9.47	11.0	11.0	4.0	B	9	1	6	8	6	26	0	11.0	3.0	18.0	6.0	22.0	Free Agent	4	0.6	1.0	Def	IND	2012
138	138	Nelson, Jordy	140.3	12.75	11.9	12.9	2.9	21.8	4.9	36.6	25.2		0	B	7.5	14.6	2.0				Ryan - Trade	10	5.4	2.0	WR	GBP	2012
139	139	Rudolph, Kyle	140.3	9.35	10.7	12.0	19.1	1.8	10.3	18.1	0	3.2	0	17.4	B	16.0	15.6	0.0	4.2	11.9	Free Agent	11	0.6	1.0	TE	MIN	2012
140	140	Reece, Marcel	138.5	9.23	3.7	3.2	5.7	8.9	B	0.6	8.8	0	21	19.5	28.6	19.3	11.0	2.8	1.1	4.3	Free Agent	5	0.6	1.0	RB	OAK	2012
141	141	Tate, Golden	138.2	9.87		6.8	20.3	1.7	11.8	6.7	0	7.9	20.3	19.8	B	8.6	19.6	1.6	8.4	4.7	Free Agent	11	0.6	1.0	WR	SEA	2012
142	142	Gibson, Brandon	136.1	9.07	14.1	12.8	2.9	4.8	6.3	15.6	10	7.6	B	7.7	14.4	0.0	0.0	21.5	13.1	5.3	Free Agent (P)	9	0.6	1.0	WR	STL	2012
143	143	Rodgers, Jacquizz	135.5	9.03	6.9	0.9	17.7	9.5	3.3	4.5	B	13.1	8.9	10.3	10.1	18.9	8.4	11.2	6.6	5.2	Suburban Thugs	7	1.4	1.0	RB	ATL	2012
144	144	Jones, Felix	134.8	8.99	0.0	4.8	4.0	2	B	23.6	13.4	8.5	17.7	21.5	16.8	15.8	4.0	1.1	1.6	0.0	Free Agent	5	0.6	1.0	RB	DAL	2012
145	145	Ingram, Mark	133.1	8.87	3.7	15.5	2.6	3.1	3.1	B	4.5	1.3	11.1	10.4	16.2	6.2	9.0	10.4	18.8	17.2	Free Agent	6	0.6	1.0	RB	NOS	2012
146	146	Jackson, Fred	132.9	13.29	3.2			10.5	6.7	19	26.3	B	7.7	28.2		4.6	21.4	5.3			Free Agent	8	0.6	1.0	RB	BUF	2012
147	147	Bess, Davone	132.8	10.22	8.0	6.8	13.1	19.3	6.9	8.2	B	5.8	11.2	8.8	15.5	18.9	1.8	8.5			Free Agent	7	0.6	1.0	WR	MIA	2012
148	148	Bennett, Martellus	132.6	8.84	12.5	16.7	18.3	0.7	5	1.9	12.4	5.4	6.5	6.7	B	7.4	18.2	12.7	2.5	5.7	Jim's Team - Trade	11	2.2	1.0	TE	NYG	2012
149	149	Washington, Nate	132.0	8.8	12.8	3.5	19.2	6.3	8.1	8.7	13.8	11.4	10.5	1.5	B	8.4	12.6	2.5	9.7	3.0	Free Agent	11	0.6	1.0	WR	TEN	2012
150	150	Locker, Jake	131.1	13.11	14.8	9.8	32.6	-1.2						19.1	B	12.5	2.3	18.3	17.8	5.1	Canavan - Trade (Q)	11	2.5	3.0	QB	TEN	2012
151	151	Lions, Detroit	131.0	8.73	9.0	7.0	8.0	10	B	14	13	8	13	2	11	5.0	11.0	10.0	6.0	4.0	Free Agent	5	0.6	1.0	Def	DET	2012
152	152	Moreno, Knowshon	130.9	18.7	9.3	0.0					B					20.1	16.8	35.1	26.5	23.1	davyhouse - Trade (Q)	7	1.0	1.0	RB	DEN	2012
153	153	Moss, Santana	130.7	8.71	7.2	3.4	6.8	5.8	15	8.1	17.2	11.1	0.7	B	12.6	13.7	0.2	7.7	9.7	11.5	Free Agent	10	0.6	1.0	WR	WAS	2012
154	154	Nicks, Hakeem	129.7	10.81	7.3	34.4				6.9	9.8	7.6	2	14.5	B	17.7	7.8	15.7	6.0	0.0	Free Agent	11	0.6	1.0	WR	NYG	2012
155	155	Wright, Kendall	127.7	9.12	7.7	9.4	5.6	13.6	13.6	12.1	4.4	13.7	5	7.4	B	9.4	12.8	7.4	5.6		Just Win Baby - Trade	11	3.2	2.0	WR	TEN	2012
156	156	Brown, Andre	127.2	12.72	0.0	23.1	33.0	3.3	0		11.4	9.2	9.9	21.3	B	16.0					Canavan - Trade	11	1.6	1.0	RB	NYG	2012
157	157	Alexander, Danario	126.8	14.09							B	0	8.6	23.9	26.6	11.4	16.2	24.7	0.0	15.4	Free Agent (Q)	7	0.6	1.0	WR	SDC	2012
158	158	Chandler, Scott	126.6	8.44	13.3	12.8	4.2	21.2	3.5	1.4	3	B	8.1	17	4.5	4.6	7.6	11.6	10.3	3.5	Free Agent	8	0.6	1.0	TE	BUF	2012
159	159	Kerley, Jeremy	126.6	8.44	19.0	5.7	14.8	2.2	13.4	4.4	18.9	7.8	B	6.9	7	13.6	6.2	2.2	2.1	2.4	Free Agent	9	0.6	1.0	WR	NYJ	2012
160	160	Amendola, Danny	125.6	12.56	11.4	30.0	10.6	16.8	5.4				B	19.7	9.1	4.8			18.8	-1.0	Free Agent	9	0.6	1.0	WR	STL	2012
161	161	Dwyer, Jonathan	124.9	10.41	8.7	7.9	-1.8	B			19.1	18.4		11.3	14	3.1	17.9	8.6	10.0	7.7	Free Agent	4	0.6	1.0	RB	PIT	2012
162	162	Walsh, Blair	123.0	8.2	14.0	8.0	6.5	7	10.5	8	1.5	6	9	12	B	2.5	1.0	1.5	22.5	13.0	Jim's Team - Trade	11	1.0	1.0	PK	MIN	2012
163	163	Gates, Antonio	122.8	8.77	7.8		4.2	7.9	3.9	25.1	B	2.4	12.3	14.7	3.2	2.8	8.9	6.1	11.6	11.9	Free Agent	7	0.6	1.0	TE	SDC	2012
164	164	Little, Greg	121.0	8.07	0.0	14.7	3.2	11.4	0	3.8	14.7	4.8	9.7	B	8.3	1.1	8.3	12.8	11.4	16.8	Ryan - Trade	10	3.75	2.0	WR	CLE	2012
165	165	LaFell, Brandon	120.5	9.27	15.0	17.7	3.7	0	7.4	B	14.3	11.3		5.4	18.8	16.7	2.9		0.0	7.3	Free Agent	6	0.6	1.0	WR	CAR	2012
166	166	Garcon, Pierre	120.0	13.33	19.4			9	4.4					B	2	18.5	22.6	18.7	11.5	13.9	Jim's Team - Trade	10	4.6	1.0	WR	WAS	2012
167	167	Gostkowski, Stephen	120.0	8.0	7.0	17.0	9.5	5.5	4	9	9.5	5	B	12	7	3.5	9.0	3.0	9.0	10.0	Don - Trade	9	1.4	1.0	PK	NEP	2012
168	168	Jackson, DeSean	119.8	10.89	11.9	17.9	7.3	20.9	8.8	11.6	B	10.4	18	9.7	1.5	1.8					Free Agent	7	0.6	1.0	WR	PHI	2012
169	169	Jaguars, Jacksonville	119.0	7.93	6.0	1.0	8.0	7	5	B	12	10	1	12	11	11.0	6.0	12.0	6.0	11.0	Free Agent	6	0.6	1.0	Def	JAC	2012
170	170	Raiders, Oakland	119.0	7.93	4.0	1.0	7.0	3	B	15	8	20	6	3	0	2.0	13.0	7.0	17.0	13.0	Free Agent	5	0.6	1.0	Def	OAK	2012
171	171	Bush, Michael	118.6	9.12	19.6	9.2	20.9	7.7	8.5	B	6.3	1.1	6.8	1.5	5.2	24.7	6.3	0.8			Holmes Family Jules - Trade	6	1.2	2.0	RB	CHI	2012
172	172	Bryant, Matt	118.0	7.87	13.0	8.5	1.5	11.5	6.5	11	B	9.5	14.5	5.5	12	2.5	12.0	1.0	6.0	3.0	Suburban Thugs	7	1.2	1.0	PK	ATL	2012
173	173	Brown, Bryce	117.0	7.8	0.7	1.3	5.9	1.8	1.1	1.9	B	1.2	6.2	0.7	5.5	34.7	38.1	5.6	9.2	3.1	Holmes Family Jules - Trade	7	1.4	2.0	RB	PHI	2012
174	174	Givens, Chris	117.0	8.36	0.0	0.0	2.4	6.2	11.6	11	11.9	13.8	B		4.4	22.3	16.7	6.7	3.2	6.8	Suburban Thugs	9	2.4	2.0	WR	STL	2012
175	175	Heyward-Bey, Darrius	115.2	8.23	6.8	6.6	8.9		B	2.7	11.5	9.7	11.4	17.4	10.9	0.0	7.5	16.7	0.0	5.1	Free Agent	5	0.6	1.0	WR	OAK	2012
176	176	Chiefs, Kansas City	115.0	7.67	1.0	0.0	12.0	6	17	15	B	4	12	9	2	10.0	5.0	5.0	8.0	9.0	Free Agent	7	0.6	1.0	Def	KCC	2012
177	177	Davis, Vernon	114.8	7.65	12.8	22.3	15.8	4.8	15.1	5.7	0	4.9	B	5.5	18.8	0.0	2.5	0.9	2.0	3.7	Just Win Baby - Trade	9	1.8	1.0	TE	SFO	2012
178	178	Powell, Bilal	114.8	8.83	4.7	6.1	11.4	1.9	2.6	3.8			B	1.8	21.7	16.2	9.7	19.6	8.0	7.3	Free Agent	9	0.6	1.0	RB	NYJ	2012
179	179	Hawkins, Andrew	114.4	8.8	14.6	12.6	16.6	6.4	8.9	7.9	3.2	B	5.9	9.1			8.2	14.9	1.1	5.0	Free Agent	8	0.6	1.0	WR	CIN	2012
180	180	Tucker, Justin	114.0	7.6	12.5	15.0	4.0	5	7	5	10.5	B	5	10.5	5.5	10.5	7.0	2.0	5.0	9.5	Free Agent	8	0.6	1.0	PK	BAL	2012
181	181	Stokley, Brandon	112.0	8.0	4.6	5.7	17.3	4.7	8.5	13.3	B	3.4	7.3	14.9	13.5	9.2		0.0	2.4	7.2	Free Agent	7	0.6	1.0	WR	DEN	2012
182	182	Pettigrew, Brandon	111.1	8.55	12.2	9.3	9.1	12.2	B	6.8	7.4	13.4	2.1	11.7	4.7	9.4	12.8	0.0			Free Agent	5	0.6	1.0	TE	DET	2012
183	183	Tynes, Lawrence	111.0	7.4	3.0	11.5	16.5	3	7.5	11	6.5	17	7	5.5	B	6.5	9.5	6.5	-1.0	1.0	Free Agent	11	0.6	1.0	PK	NYG	2012
184	184	Britt, Kenny	110.8	8.52		1.0	9.5		3.8	15.7	5.5	5.4	9.2	5.6	B	10.5	11.0	20.3	1.7	11.6	Free Agent	11	0.6	1.0	WR	TEN	2012
185	185	Stephens-Howling, LaRod	110.7	8.52	7.7	4.0	1.6			4.9	29.9	7.4	17.8	B	25.7	0.3	0.8	1.6	4.3	4.7	Free Agent (P)	10	0.6	1.0	RB	ARI	2012
186	186	Redman, Isaac	110.5	8.5	6.4	13.8	10.9	B	7.7	16.4			31.8	4.5	0.7	0.1	7.6	0.4	6.5	3.7	Free Agent	4	0.6	1.0	RB	PIT	2012
187	187	Morgan, Josh	109.5	7.3	3.1	8.5	4.2	9.7	0.9	6.7	3.1	9.1	10.7	B	4.5	8.8	8.7	11.5	9.5	10.5	Free Agent	10	0.6	1.0	WR	WAS	2012
188	188	Finley, Jermichael	109.0	7.27	15.7	2.1	9.0	9.4	2.6	2.7	5.1	3.9	1.1	B	14.6	7.6	11.0	2.6	10.1	11.5	Free Agent (Q)	10	0.6	1.0	TE	GBP	2012
189	189	Celek, Brent	108.6	7.76	9.5	22.7	5.1	8.7	8.4	6.3	B	5.7	5.7	5.6	8.2	3.4	12.3	0.6		6.4	Free Agent	7	0.6	1.0	TE	PHI	2012
190	191	Eagles, Philadelphia	107.0	7.13	21.0	10.0	7.0	8	5	4	B	4	11	8	2	2.0	2.0	5.0	13.0	5.0	Free Agent	7	0.6	1.0	Def	PHI	2012
191	192	Green, Alex	106.2	8.85		0.6		0	9.3	13.7	12.9	16.6	13	B	0	9.5	10.9	11.5	8.2		Free Agent	10	0.6	1.0	RB	GBP	2012
192	193	Graham, Shayne	106.0	7.07	8.5	7.5	6.0	5.5	9	6.5	7.5	B	1.5	5.5	10	9.0	5.5	1.0	15.0	8.0	Free Agent	8	0.6	1.0	PK	HOU	2012
193	194	Cook, Jared	105.3	8.1	9.4	4.3	16.2	5.6	13.2	8.9	5.7	7	-1.4	9.1	B	9.2	8.6	9.5			Free Agent	11	0.6	1.0	TE	TEN	2012
194	195	Dawson, Phil	105.0	7.0	10.5	7.5	1.0	14.5	8.5	9	0.5	0.5	14	B	9	6.0	7.0	8.5	1.5	7.0	Free Agent	10	0.6	1.0	PK	CLE	2012
195	196	Janikowski, Sebastian	105.0	7.0	6.0	4.5	9.0	5	B	8	12	12	3.5	8	4	5.5	6.0	0.5	16.0	5.0	Free Agent	5	0.6	1.0	PK	OAK	2012
196	197	Tamme, Jacob	104.7	6.98	13.8	2.3	5.6	7.8	9.5	4.2	B	5.8	3.8	1.1	8.3	13.8	15.9	3.9	0.0	8.9	Free Agent	7	0.6	1.0	TE	DEN	2012
197	198	Gabbert, Blaine	104.2	10.42	23.1	4.3	11.6	15.5	-5.2	B	11.2	15.8	23	6.3	-1.4						Free Agent	6	0.6	1.0	QB	JAC	2012
198	199	Allen, Dwayne	103.7	6.91	0.0	7.0	7.0	B	12.8	5.3	1.4	9.1	12.5	4.6	11.9	6.1	7.0	2.1	13.1	3.8	Free Agent	4	0.6	1.0	TE	IND	2012
199	200	Kendricks, Lance	103.6	6.91	3.1	4.0	3.3	3.7	7.2	7.5	1.5	5.7	B	7.3	2.9	10.2	7.7	6.1	12.0	21.4	Free Agent	9	0.6	1.0	TE	STL	2012
200	201	Bailey, Dan	103.0	6.87	4.5	0.5	7.5	3.5	B	12	10.5	6.5	5.5	4.5	11	11.0	5.5	7.0	7.5	6.0	Free Agent	5	0.6	1.0	PK	DAL	2012
201	202	Brown, Ronnie	103.0	7.92	7.1	6.7		7.5	12.8	6.2	B	18.5	13.5	5.2	3.3	6.8	5.2	3.8		6.4	Free Agent	7	0.6	1.0	RB	SDC	2012
202	203	Barth, Connor	102.0	7.29	7.5	11.0	2.5	13.5	B	4.5	2	9.5	2	9	8.5	11.0	13.0	1.5		6.5	Free Agent (P)	5	0.6	1.0	PK	TBB	2012
203	204	Richardson, Daryl	101.9	6.79	2.9	14.7	3.8	6.1	5.8	15.1	13	10.2	B	8.2	4.6	5.1	3.4	1.0	6.1	1.9	Free Agent (P)	9	0.6	1.0	RB	STL	2012
204	205	Kolb, Kevin	101.2	16.87	10.0	17.6	25.8	25	7.3	15.5				B							Free Agent	10	0.6	1.0	QB	ARI	2012
205	206	Hankerson, Leonard	101.0	6.73	0.0	13.8	9.6	10.2	1.2	3.8	12	2.6	6.9	B	5	2.2	2.4	10.7	18.6	2.0	Free Agent (Q)	10	0.6	1.0	WR	WAS	2012
206	207	Clark, Dallas	100.5	6.7	4.3	6.3	0.5	3.5	B	0	14.6	7	3.7	6.8	15.8	10.0	9.6	2.9	9.7	5.8	Free Agent	5	0.6	1.0	TE	TBB	2012
207	208	Avant, Jason	100.0	7.69	5.7	5.3	6.3	4.5	6.4	4.1	B	6.5	10.6	0.5			11.4	19.3	6.9	12.5	Free Agent	7	0.6	1.0	WR	PHI	2012
208	209	Thomas, Daniel	99.8	8.32	3.4		16.3	2.3	12.7		B	14	10.4	9.5	5.7	18.1	5.9	0.7	0.8		Free Agent	7	0.6	1.0	RB	MIA	2012
209	210	Tolbert, Mike	99.7	6.65	3.2	10.5	9.7	4	0.5	B	8	4.3	2.7	6.9	2.4	5.4	7.3	7.3	23.2	4.3	Free Agent	6	0.6	1.0	RB	CAR	2012
210	211	Sanchez, Mark	98.9	7.06	28.4	5.2	6.8	-6.4	5.6	15.6	16.6	7.6	B	-5.4	16.8	17.0	-6.9	4.2	-6.2		Free Agent	9	0.6	1.0	QB	NYJ	2012
211	212	Lewis, Marcedes	98.2	6.55	14.7	0.0	1.3	11.2	5.4	B	4	3.6	7.1	6.1	18	8.6	10.3	0.9	2.3	4.7	Free Agent	6	0.6	1.0	TE	JAC	2012
212	213	Suisham, Shaun	97.7	6.51	5.5	9.5	5.0	B	7.5	10	12.5	7.5	3.7	8.5	2.5	1.0	13.0	5.5	4.5	1.5	Free Agent	4	0.6	1.0	PK	PIT	2012
213	214	Prater, Matt	97.4	6.49	3.0	1.5	11.0	12.4	1.5	2.5	B	8	6	9	7.5	3.0	5.0	12.0	7.0	8.0	Free Agent	7	0.6	1.0	PK	DEN	2012
214	215	Jones-Drew, Maurice	97.2	16.2	16.8	18.1	35.4	16.1	9.8	B	1										Holmes Family Jules - Trade	6	8.0	1.0	RB	JAC	2012
215	216	Stewart, Jonathan	96.9	10.77		16.0		8.3	5.4	B	8.6	14.4	9.2	9	18.8	7.2					Free Agent	6	0.6	1.0	RB	CAR	2012
216	217	Akers, David	96.5	6.43	14.5	8.5	4.5	8	4	4	5.5	5.5	B	4.5	10.5	3.0	5.5	6.5	5.5	6.5	Free Agent	9	0.6	1.0	PK	SFO	2012
217	218	Succop, Ryan	96.5	6.43	4.5	4.0	19.5	1	5	3.5	B	11.5	8.5	5.5	6	9.0	10.5	-0.5	0.0	8.5	Free Agent	7	0.6	1.0	PK	KCC	2012
218	219	Vinatieri, Adam	96.5	6.43	1.5	12.0	4.0	B	8.5	9	4	5.5	11	8.5	5.5	4.0	2.5	9.5	3.0	8.0	Free Agent	4	0.6	1.0	PK	IND	2012
219	220	Foles, Nick	95.8	13.69							B			11.4	-4.4	8.2	17.6	38.9	4.3	19.8	Free Agent	7	0.6	1.0	QB	PHI	2012
220	221	Brown, Donald	95.6	9.56	13.6	8.7	15.2	B	18.1			12.8	1.2	7.5	4.6	8.4	5.5				Free Agent	4	0.6	1.0	RB	IND	2012
221	222	Streater, Rod	95.2	6.35	10.2	3.4	3.7	0	B	4.4	6.1	1.9	14.4	2.1	4.1	0.0	18.1	13.5	10.2	3.1	Free Agent	5	0.6	1.0	WR	OAK	2012
222	223	Sanders, Emmanuel	94.9	6.33	9.0	5.3	5.8	B	4.7	7.3	5.5	8.6	9.5	5.1	11.2	9.0	6.5	5.1	0.0	2.3	Holmes Family Jules - Trade	4	2.4	1.0	WR	PIT	2012
223	224	Hasselbeck, Matt	93.7	11.71	1.0			13.3	12.6	13.6	16.6	21.9	14.7	0	B						Free Agent	11	0.6	1.0	QB	TEN	2012
224	225	Watson, Ben	93.2	6.21	1.9	3.7	3.5	9.7	0.6	7.6	5.6	2.4	4.2	B	19.7	5.1	12.5	6.8	2.2	7.7	Free Agent	10	0.6	1.0	TE	CLE	2012
225	226	Hixon, Domenik	93.1	7.76	8.0	2.2		16.9	9.5	11.3	5.2	4.6	0	1.3	B			11.0	11.5	11.6	Free Agent	11	0.6	1.0	WR	NYG	2012
226	227	McCluster, Dexter	93.1	6.21	13.2	6.2	3.0	2.1	0	7.9	B	18.3	3.7	3.3	5.7	7.3	3.3	1.5	10.4	7.2	Free Agent	7	0.6	1.0	WR	KCC	2012
227	228	Henne, Chad	92.1	10.23		-1.2				B	0.8			8.2	35.3	21.7	9.0	-3.1	8.6	12.8	Free Agent	6	0.6	1.0	QB	JAC	2012
228	229	Jennings, Rashad	91.8	9.18	7.1			2.6	0.9	B	25.9	16.9	12.1	5.4	1.1	15.2	4.6				Free Agent	6	0.6	1.0	RB	JAC	2012
229	230	Dreessen, Joel	90.1	6.01	1.1	2.6	11.1	8.7	10.1	10.2	B	0	12.3	5.1	5.8	1.8	0.0	12.0	5.1	4.2	Free Agent (P)	7	0.6	1.0	TE	DEN	2012
230	231	Zuerlein, Greg	89.5	5.97	11.0	11.0	9.0	16.5	6	7	9	0.5	B	3.5	0.5	2.0	10.0	0.5	1.0	2.0	O'Keefe - Trade	9	0.8	2.0	PK	STL	2012
231	232	Turbin, Robert	89.2	5.95	1.6	6.9	0.0	9.5	3.2	8.3	3	7.5	5.5	3.1	B	8.5	0.8	16.3	6.6	8.4	Jim's Team - Trade	11	0.6	2.0	RB	SEA	2012
232	233	Walter, Kevin	88.7	5.91	3.1	6.4	15.8	1.8	7.6	4.8	15.9	B	4.8	4.5	9.9	3.5	6.3	0.0	2.1	2.2	Free Agent	8	0.6	1.0	WR	HOU	2012
233	234	Battle, Jackie	88.6	5.91	0.0	23.7	6.6	26.6	3.5	1.2	B	1.2	3.8	2.8	1.4	3.1	0.0	0.5	3.5	10.7	Free Agent	7	0.6	1.0	RB	SDC	2012
234	235	Henery, Alex	88.0	5.87	5.0	3.5	6.0	10.5	1	10	B	4	5.5	2	8	11.5	9.5	2.0	3.5	6.0	Free Agent	7	0.6	1.0	PK	PHI	2012
235	236	Feely, Jay	87.2	5.81	6.0	8.0	7.5	5.5	3	14.5	1	2	2	B	11.5	4.0	7.0	0.0	7.5	7.7	Free Agent	10	0.6	1.0	PK	ARI	2012
236	237	Fasano, Anthony	87.1	5.81	3.9	8.9	8.7	6.5	4.8	11.8	B	6.9	1.3	0.9	1.8	2.0	1.9	7.9	17.6	2.2	Free Agent	7	0.6	1.0	TE	MIA	2012
237	238	Manningham, Mario	86.9	7.24	5.9	8.9	9.6	11.2	10.6	11.1		5	B	3	6	10.4	7.7			-2.5	Free Agent (P)	9	0.6	1.0	WR	SFO	2012
238	239	Carpenter, Dan	86.0	6.14	3.5	2.5	7.0	5.5	5	5	B	11.5	7	3	1	5.5	11.5	7.5	10.5		Free Agent	7	0.6	1.0	PK	MIA	2012
239	240	Pierce, Bernard	84.8	5.65	3.2	1.0	4.5	6.5	2.2	4.5	0	B	10.5	4.8	3.8	6.2	7.5	10.5	3.5	16.1	O'Keefe - Trade (P)	8	0.8	2.0	RB	BAL	2012
240	241	Scobee, Josh	84.0	5.6	5.0	0.5	10.5	2.5	3	B	12	8	0	3.5	12	5.5	3.5	3.5	3.0	11.5	Free Agent	6	0.6	1.0	PK	JAC	2012
241	242	Bironas, Rob	83.0	5.53	4.5	2.5	10.5	1	0.5	13	2.5	5.5	3.5	13	B	12.5	3.5	9.0	1.0	0.5	Free Agent	11	0.6	1.0	PK	TEN	2012
242	243	Ogletree, Kevin	82.4	5.89	28.9	4.3	9.2	5	B	0	5.2	0	18.1	0	2		1.3	4.8	1.4	2.2	Free Agent	5	0.6	1.0	WR	DAL	2012
243	244	Jones, Jacoby	82.3	5.49	7.1	8.6	11.6	3.7	0	9.5	2.7	B	0	13.7	7.1	8.5	1.0	0.0	7.1	1.7	Free Agent	8	0.6	1.0	WR	BAL	2012
244	245	Scheffler, Tony	82.1	5.86	6.5	2.3		2.6	B	11.1	1.6	7.6	4.3	0	3.7	10.2	8.5	10.5	6.1	7.1	Free Agent	5	0.6	1.0	TE	DET	2012
245	246	Crosby, Mason	82.0	5.47	1.0	13.0	5.0	2	1.5	3	11.5	2.5	5	B	4.5	2.5	10.0	9.5	1.5	9.5	Free Agent	10	0.6	1.0	PK	GBP	2012
246	247	Gould, Robbie	81.5	6.27	7.5	4.5	11.0	8	8.5	B	5.5	4	10	7	0.5	9.0	5.0	1.0			Free Agent	6	0.6	1.0	PK	CHI	2012
247	248	Lindell, Rian	81.5	5.43	2.0	2.5	4.5	2	3	3	9	B	8	6	11.5	6.5	8.0	6.0	5.0	4.5	Free Agent	8	0.6	1.0	PK	BUF	2012
248	249	Hunter, Kendall	80.5	7.32	6.4	4.9	1.5	15.2	12.8	5.5	8.3	7.4	B	3.9	10.5	4.1					Jim's Team - Trade	9	2.25	1.0	RB	SFO	2012
249	250	Vereen, Shane	80.0	6.67				1.2	6.3	0	10	12.8	B	3.6	14.8	24.3	2.0	7.1	-2.1	0.0	Ryan - Trade	9	2.4	2.0	RB	NEP	2012
250	251	Hauschka, Steven	78.0	5.2	9.5	5.5	1.0	5.5	9.5	4.5	8	3.5	2.5	2	B	1.5	4.0	11.5	6.5	3.0	Free Agent	11	0.6	1.0	PK	SEA	2012
251	252	Miller, Zach	77.8	5.19	6.0	1.7	2.2	5.2	8.4	1.4	0	9.2	6.7	7.7	B	3.1	2.2	9.9	11.1	3.0	Free Agent	11	0.6	1.0	TE	SEA	2012
252	253	Draughn, Shaun	76.8	5.12	13.3	11.4	8.2	5.9	8.4	7.5	B	2.3	10.4	0	2.5	2.2	0.0	1.5	2.6	0.6	Free Agent	7	0.6	1.0	RB	KCC	2012
253	254	Cassel, Matt	76.2	8.47	17.7	19.2	4.3	11.8	-5.2		B	16.5	9.2	0.5	2.2						Free Agent	7	0.6	1.0	QB	KCC	2012
254	255	Hillman, Ronnie	75.7	5.82			2.2	10.3	2.4	0.7	B	13.4	2.1	9.3	10.8	2.0	4.9	4.2	8.2	5.2	Plummer - Trade	7	1.8	2.0	RB	DEN	2012
255	256	Moeaki, Tony	75.7	5.41	6.7	1.4	2.2	4.3	0	2.8	B	9.7	0	9.8	10.8	6.0	14.4	1.5	6.1		Free Agent	7	0.6	1.0	TE	KCC	2012
256	257	Casey, James	74.7	4.98	2.7	3.3	3.1	13.1	8.3	4.7	1.3	B	7.4	0	10	6.8	7.0	4.0	1.9	1.1	Free Agent	8	0.6	1.0	RB	HOU	2012
257	258	Floyd, Michael	74.6	4.97	0.0	0.0	7.3	7	2.7	3.4	1.7	7.1	12	B	3.3	7.0	3.7	5.0	5.7	8.7	O'Keefe - Trade	10	3.6	2.0	WR	ARI	2012
258	259	Wells, Beanie	74.4	9.3	2.8	11.6	3.4							B		20.7	5.7	3.0	29.1	-1.9	Free Agent	10	0.6	1.0	RB	ARI	2012
259	260	Wilson, David	74.1	4.94	-2.2	1.2	1.0	0	10.8	5.9	0	0.5	0	0.3	B	3.5	1.7	32.1	11.0	8.3	Ryan - Trade (Q)	11	3.8	1.0	RB	NYG	2012
260	261	Underwood, Tiquan	73.3	5.64			1.2	6.4	B	8.8	11	5.2	1.7	9.2	2.8	11.7	2.2	2.7	7.6	2.8	Free Agent	5	0.6	1.0	WR	TBB	2012
261	262	Baldwin, Doug	72.7	5.59	1.5	1.3		2	5.7	14.9	3		1.1	7.2	B	2.4	7.6	4.4	1.8	19.8	Free Agent	11	0.6	1.0	WR	SEA	2012
262	263	Housler, Robert	72.7	4.85	0.0	1.2	3.8	6.8	7	2.2	8.9	6.2	9.5	B	0	13.2	3.5	8.1	2.3	0.0	Free Agent	10	0.6	1.0	TE	ARI	2012
263	264	Nugent, Mike	72.5	5.58	4.5	8.0	6.5	7.5	6.5	5.5	5	B	11	4	2	8.0	4.0		0.0		Free Agent	8	0.6	1.0	PK	CIN	2012
264	265	Forbath, Kai	71.5	7.15						6.5	10	6	6.5	B	4	6.5	4.0	12.0	6.5	9.5	Free Agent	10	0.6	1.0	PK	WAS	2012
265	266	Hartley, Garrett	71.0	4.73	3.5	8.5	4.5	4.5	4	B	2.5	1	2	5	6.5	1.5	7.5	6.5	7.5	6.0	Free Agent	6	0.6	1.0	PK	NOS	2012
266	267	Folk, Nick	70.0	4.67	8.0	3.5	8.0	0	3	2.5	16	2	B	0.5	10.5	4.0	0.5	5.0	2.5	4.0	Free Agent	9	0.6	1.0	PK	NYJ	2012
267	268	Cumberland, Jeff	69.8	4.99	6.3	2.8	4.0	4.2	12.6	0	0.9		B	0	1.2	9.3	10.0	4.7	13.8	0.0	Free Agent	9	0.6	1.0	TE	NYJ	2012
268	269	Goodson, Mike	69.6	6.33	1.7	16.5	0.3	4.8	B	11.9	1.1	3.5	10.6					0.0	15.4	3.8	Free Agent	5	0.6	1.0	RB	OAK	2012
